objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Pradawny las","328479","0","0","0","1","0","0","0","0","0","0","0","3","","71","","","","91799548","6.7956","7.25742","2.2143","724","11541","thing","Living Forest","1","4","40","40","40","2021","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Ludonaute; Rebel Sp. z o.o.","Polish","2021","Polish edition"
"Praga Caput Regni","308765","0","0","0","1","0","0","0","0","0","0","0","3","","129","","","","116236539","7.39119","7.87331","3.7339","177","14561","thing","Praga Caput Regni","1","4","150","150","45","2021","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Delicious Games; Portal Games","Polish","2021","Polish edition"
"Prawo Dżungli","32901","6","0","0","1","0","0","0","0","0","0","0","3","","","","","","49907560","5.6709","6.53617","1.3611","6499","661","thing","Prawo Dżungli","2","100","10","10","10","2007","3,4,5,6,7,8,9,10,11,12","5,6,7,8","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Week End Games","Polish","2007","Polish edition"
"Prezencik","12942","6","0","0","1","0","0","0","0","0","0","0","3","","5","","","","70001755","6.95397","7.08033","1.1317","524","42314","thing","No Thanks!","3","7","20","20","20","2015","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","G3; AMIGO","Polish","2015","Polish edition"
"Przebiegłe Wielbłądy","153938","8","0","0","1","0","0","0","0","0","0","0","3","","90","","","","42717444","6.88657","7.0356","1.5058","613","35959","thing","Camel Up","2","8","30","30","20","2014","3,4,5,6,7","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Lucrum Games","Polish","2014","Polish second edition"
"Puerto Rico","3076","7","0","0","1","0","0","0","0","0","0","0","3","","70","","","","70070317","7.76649","7.90785","3.2684","48","83000","thing","Puerto Rico","3","5","150","150","90","2002","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Pulsar 2849","228341","0","0","0","1","0","0","0","0","0","0","0","3","","80","","","","60224176","7.21278","7.65496","3.3431","283","12455","thing","Pulsar 2849","2","4","90","90","60","2018","2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Rebel Sp. z o.o.","Polish","2018","Polish edition"
"Queendomino","232043","0","0","0","1","0","0","0","0","0","0","0","3","","63","","","","66346033","6.85467","7.14821","2.058","654","22626","thing","Queendomino","2","4","25","25","25","2019","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2019","Polish edition"
"Radlands","329082","9","0","0","1","0","0","0","0","0","0","0","3","","70","","","","100752211","7.37328","7.79902","2.2751","194","24092","thing","Radlands","2","2","40","40","20","2022","2","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Lucky Duck Games","Polish","2022","Polish edition"
"Rallyman: DIRT","312959","0","0","0","1","0","0","0","0","0","0","0","3","","100","","","","126180120","6.05759","7.45164","2.25","2710","2946","thing","Rallyman: DIRT","1","6","60","60","45","2022","1,2,3,4,5,6","1,2,3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Czacha Games; Holy Grail Games","Polish","2022","Polish edition"
"Rallyman: DIRT – Co-Pilot Pack","314107","0","0","0","1","0","0","0","0","0","0","0","3","","30","","","","126180135","5.5437","7.9449","3","0","643","thing","Rallyman: DIRT – Co-Pilot Pack","1","6","60","60","45","2022","1,2,3,4,5,6","1,2,3,4,5,6","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Holy Grail Games","English; French; German; Italian; Polish; Spanish","2022","Multilingual edition"
"Red7","161417","8.5","0","0","1","0","0","0","0","0","0","0","3","","","","","","48287860","6.68559","6.86519","1.7006","897","24792","thing","Red7","2","4","30","30","5","2015","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Asmadi Games; Lucrum Games","Polish","2015","Polish edition"
"Reef","244228","0","0","0","1","0","0","0","0","0","0","0","3","","90","","","","68894900","6.71705","7.01021","1.8138","850","14690","thing","Reef","2","4","45","45","30","2019","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2019","Polish edition"
"Rising 5: Runy Asteros","185196","0","0","0","1","0","0","0","0","0","0","0","3","","33","","","","82570341","5.95795","6.49032","1.9062","3251","3288","thing","Rising 5: Runes of Asteros","1","5","30","30","30","2017","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","2 Pionki; Portal Games","Polish","2017","Polish edition"
"Robin z Locksley","280132","0","0","0","1","0","0","0","0","0","0","0","3","","28","","","","104979428","5.98825","6.92846","1.9231","3061","1977","thing","Robin of Locksley","2","2","45","45","30","2020","2","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Moria Games; Wyrmgold GmbH","Polish","2020","Polish edition"
"Robinson Crusoe: Przygoda na przeklętej wyspie","121921","0","0","0","1","0","0","0","0","0","0","0","3","","51","","","","74050204","7.56254","7.7353","3.8217","103","72185","thing","Robinson Crusoe: Adventures on the Cursed Island","1","4","120","120","60","2014","1,2,3,4","1,2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Portal Games","Polish","2014","Polish third edition"
"Rocketmen","283387","0","0","0","1","0","0","0","0","0","0","0","3","","125","","","","80856873","6.06122","6.77238","2.5333","2689","3460","thing","Rocketmen","1","4","90","90","30","2021","1,2,3,4","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","PHALANX","Polish","2021","Polish edition"
"Roll for the Galaxy","132531","0","0","0","1","0","0","0","0","0","0","0","3","","74","","","","82525132","7.4249","7.5813","2.7824","156","39581","thing","Roll for the Galaxy","2","5","45","45","45","2019","2,3,4,5","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Portal Games","Polish","2019","Polish second edition"
"Roll Player","169426","0","0","0","1","0","0","0","0","0","0","0","3","","130","","","","125821287","7.225","7.43513","2.4273","275","32437","thing","Roll Player","1","4","90","90","60","2017","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Ogry Games","Polish","2017","Polish edition"
"Roll Player: Chochliki i Chowańce BIG BOX","255601","0","0","0","1","0","0","0","0","0","0","0","3","","150","","","","125821305","6.41938","7.85108","3","0","8218","thing","Roll Player: Fiends & Familiars","1","4","120","120","60","2021","1,2,3,4","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","Ogry Games","Polish","2021","Polish edition"
"Rolnicy","260277","0","0","0","1","0","0","0","0","0","0","0","3","","19","","","","76957226","5.53296","6.46917","1.3333","14905","149","thing","Rolnicy","2","4","45","45","30","2018","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Nasza Księgarnia","Polish","2018","Polish edition"
"Rzuć na Tacę","244522","0","0","0","1","0","0","0","0","0","0","0","3","","0","","","","68608272","7.37365","7.5631","1.8629","193","42327","thing","That's Pretty Clever!","1","4","30","30","30","2019","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","G3","Polish","2019","Polish edition"
"Sabotażysta","9220","7.5","0","0","1","0","0","0","0","0","0","0","3","","","","","","42717452","6.41829","6.54257","1.3179","1439","60974","thing","Saboteur","3","10","30","30","30","2008","5,6,7,8,9,10","7,8","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","AMIGO; G3","Polish","2008","Polish edition 2008"
"Sabotażysta: Przebieralnia","233013","0","0","0","1","0","0","0","0","0","0","0","3","","0","","","","68740174","5.51554","6.6","1","0","219","thing","Saboteur: The Wardrobe Cavern","3","10","30","30","30","2017","","","","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2017","Polish edition"
"Sabotażysta: rozszerzenie","91072","0","0","0","1","0","0","0","0","0","0","0","3","","22","","","","63359691","6.46902","6.94214","1.5395","0","17161","thing","Saboteur 2 (expansion-only editions)","2","12","45","45","45","2011","4,5,6,7,8,9,10","5,6,7,8","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","G3","Polish","2011","Polish edition"
"Sagrada","199561","8","0","0","1","0","0","0","0","0","0","0","3","","88","","","","56553134","7.32978","7.47305","1.9178","213","72588","thing","Sagrada","1","4","45","45","30","2018","1,2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","FoxGames","Polish","2018","Polish edition"
"Sagrada: Jeszcze więcej szkła","244262","0","0","0","1","0","0","0","0","0","0","0","3","","9","","","","92222829","6.78545","7.69267","2.1176","0","16004","thing","Sagrada: 5-6 Player Expansion","5","6","40","40","20","2019","2,3,4,5,6","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","FoxGames","Polish","2019","Polish edition"
"Samotna wyspa","239464","7","0","0","1","0","0","0","0","0","0","0","3","","20","","","","83829068","6.62323","7.06714","1.7452","1000","14512","thing","Palm Island","1","2","15","15","15","2020","1,2","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Lucky Duck Games","Polish","2020","Polish edition"
"Santa Maria","229220","0","0","0","1","0","0","0","0","0","0","0","3","","70","","","","95794276","6.98952","7.4677","3.0255","483","9568","thing","Santa Maria","1","4","90","90","45","2018","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Granna","Polish","2018","Polish edition"
"Santiago","8125","0","0","0","1","0","0","0","0","0","0","0","3","","24","","","","62161713","6.68436","7.16532","2.4775","899","5106","thing","Santiago","3","5","75","75","75","2015","4,5","5","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Trefl","Polish","2015","Polish first edition"
"Santorini","194655","9","0","0","1","0","0","0","0","0","0","0","3","","89","","","","82271021","7.21285","7.35173","1.7263","282","63015","thing","Santorini","2","4","20","20","20","2017","2,3","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Roxley; Spin Master Ltd.","Czech; English; Hungarian; Polish; Romanian; Russian; Slovak","2017","Roxley/Spin Master EN/RU/PL/CZ/SK/HU/RO edition"
"Schotten-Totten","372","6.5","0","0","1","0","0","0","0","0","0","0","3","","","","","","42717574","7.05921","7.35902","1.6869","421","21919","thing","Schotten Totten","2","2","20","20","20","2013","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Cube Factory of Ideas","Polish","2013","Polish edition"
"Scotland Yard","129417","6","0","0","1","0","0","0","0","0","0","0","3","","40","","","","42717449","5.54969","6.43732","2.3333","12421","562","thing","Scotland Yard","2","2","60","60","60","1990","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Scrabble Original","320","3","0","0","1","0","0","0","0","0","0","0","3","","","","","","44785311","6.14759","6.26927","2.0601","2293","66287","thing","Scrabble","2","4","90","90","90","2000","2,3,4","2","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","Mattel, Inc.","Polish","2000","Mattel Polish edition 2000"
"Secret Hitler","188834","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129413323","7.26003","7.50084","1.7454","257","45272","thing","Secret Hitler","5","10","45","45","45","2015","6,7,8,9,10","8,10","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","(Self-Published); Goat Wolf & Cabbage","English","2015","English Print & Play edition"
"Seikatsu","216428","0","0","0","1","0","0","0","0","0","0","0","3","","38","","","","91549752","6.19881","6.97755","1.4691","2096","3170","thing","Seikatsu","1","4","30","30","15","2019","1,2,3","3","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Funiverse","Czech; Polish; Slovak","2019","Polish edition"
"Sentient","223855","0","0","0","1","0","0","0","0","0","0","0","3","","40","","","","66344123","6.42932","7.18966","2.2128","1410","3327","thing","Sentient","2","4","60","60","30","2018","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","2 Pionki; Portal Games","Polish","2018","Polish edition"
